source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[passage number]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms1 scan range]	comment[ms min charge]	comment[ms max charge]	comment[sample preparation batch]	comment[acquisition date]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]
HeLa_500nL_1ng_CH2_F9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_F9	1	17	HeLa_500nL_1ng_CH2_F9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	HeLa_500nL_1ng_CH2_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_G7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_G7	1	18	HeLa_500nL_1ng_CH2_G7	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	HeLa_500nL_1ng_CH2_G7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_G8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_G8	1	19	HeLa_500nL_1ng_CH2_G8	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	HeLa_500nL_1ng_CH2_G8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_H9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_H9	1	20	HeLa_500nL_1ng_CH2_H9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	HeLa_500nL_1ng_CH2_H9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_K7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_K7	1	21	HeLa_500nL_1ng_CH2_K7	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	HeLa_500nL_1ng_CH2_K7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_L10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_L10	1	22	HeLa_500nL_1ng_CH2_L10	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	HeLa_500nL_1ng_CH2_L10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_L8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_L8	1	23	HeLa_500nL_1ng_CH2_L8	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	HeLa_500nL_1ng_CH2_L8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
HeLa_500nL_1ng_CH2_L9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	NT=HeLa;AC=EFO:0001185	CVCL_0030	HeLa	ATCC	30Y6M	female	NT=African American;AC=HANCESTRO:0568	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	-20 °C	not available	microfluidics	HeLa_500nL_1ng_CH2_L9	1	24	HeLa_500nL_1ng_CH2_L9	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	HeLa_500nL_1ng_CH2_L9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=HeLa;AC=EFO:0001185
Jurkat_500nL_1ng_CH1_B6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_B6	1	1	Jurkat_500nL_1ng_CH1_B6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH1_B6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_C2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_C2	1	2	Jurkat_500nL_1ng_CH1_C2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH1_C2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_D2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_D2	1	3	Jurkat_500nL_1ng_CH1_D2	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH1_D2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_D5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_D5	1	4	Jurkat_500nL_1ng_CH1_D5	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-13	1	1	Jurkat_500nL_1ng_CH1_D5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_D6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_D6	1	5	Jurkat_500nL_1ng_CH1_D6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH1_D6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_F3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_F3	1	6	Jurkat_500nL_1ng_CH1_F3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH1_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_F6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_F6	1	7	Jurkat_500nL_1ng_CH1_F6	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH1_F6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_G3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_G3	1	8	Jurkat_500nL_1ng_CH1_G3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	Jurkat_500nL_1ng_CH1_G3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_H3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_H3	1	9	Jurkat_500nL_1ng_CH1_H3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	not available	1	1	Jurkat_500nL_1ng_CH1_H3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_H4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_H4	1	10	Jurkat_500nL_1ng_CH1_H4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH1_H4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_I4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_I4	1	11	Jurkat_500nL_1ng_CH1_I4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-12	1	1	Jurkat_500nL_1ng_CH1_I4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_J4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_J4	1	12	Jurkat_500nL_1ng_CH1_J4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-13	1	1	Jurkat_500nL_1ng_CH1_J4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_K3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_K3	1	13	Jurkat_500nL_1ng_CH1_K3	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-10	1	1	Jurkat_500nL_1ng_CH1_K3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
Jurkat_500nL_1ng_CH1_K4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=blood;AC=UBERON:0000178	NT=T cell;AC=CL:0000084	NT=T-cell childhood acute lymphocytic leukemia;AC=MONDO:0000871	NT=Jurkat;AC=EFO:0002796	CVCL_0367	Jurkat E6.1	ATCC	14Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	-20 °C	not available	microfluidics	Jurkat_500nL_1ng_CH1_K4	1	14	Jurkat_500nL_1ng_CH1_K4	proteomic profiling by mass spectrometry	NT=Orbitrap Exploris 480;AC=MS:1003028	label free sample	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	Data-dependent acquisition	not available	not available	20 ppm	375m/z-1575m/z	2	4	CellType_500nL_1ng_protease	2023-03-11	1	1	Jurkat_500nL_1ng_CH1_K4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=Jurkat;AC=EFO:0002796
