source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[sample type]	characteristics[pooled sample]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[spatial coordinates]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[reduction reagent]	comment[alkylation reagent]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[ms2 mass analyzer]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[reference channel]	comment[carrier channel]	comment[lcm microscope model]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[spatial coordinates]
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 255	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_09_S2-A9_1_4895.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_09_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_09_target4	1	not available	3	run 256	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_09_S2-A9_1_4895.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_09_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_09_target8	1	not available	3	run 257	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_09_S2-A9_1_4895.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 258	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_10_S2-A10_1_4896.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_10_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_10_target4	1	not available	3	run 259	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_10_S2-A10_1_4896.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_10_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_10_target8	1	not available	3	run 260	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_10_S2-A10_1_4896.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 261	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_11_S2-A11_1_4897.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_11_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_11_target4	1	not available	3	run 262	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_11_S2-A11_1_4897.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_11_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_11_target8	1	not available	3	run 263	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_11_S2-A11_1_4897.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 264	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_12_S2-B1_1_4898.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_12_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_12_target4	1	not available	3	run 265	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_12_S2-B1_1_4898.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_12_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_12_target8	1	not available	3	run 266	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_12_S2-B1_1_4898.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 267	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_13_S2-B2_1_4899.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_13_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_13_target4	1	not available	3	run 268	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_13_S2-B2_1_4899.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_13_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_13_target8	1	not available	3	run 269	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_13_S2-B2_1_4899.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 270	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_14_S2-B3_1_4900.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_14_target4	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_14_target4	1	not available	3	run 271	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL4;AC=PRIDE:0000850	NT=Dimethyl:2H(4);MT=Fixed;PP=Any N-term;AC=UNIMOD:199	NT=Dimethyl:2H(4);MT=Fixed;TA=K;AC=UNIMOD:199	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_14_S2-B3_1_4900.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
m3B_14_target8	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=single cell;AC=PRIDE:0000897	not applicable	laser capture microdissection	m3B_14_target8	1	not available	3	run 272	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL8;AC=PRIDE:0000852	NT=Dimethyl:2H(6)13C(2);MT=Fixed;PP=Any N-term;AC=UNIMOD:330	NT=Dimethyl:2H(6)13C(2);MT=Fixed;TA=K;AC=UNIMOD:330	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	Leica LMD7	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_14_S2-B3_1_4900.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
liver_reference_pool	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	not applicable	NT=normal;AC=PATO:0000461	NT=adult;AC=EFO:0001272	C57BL/6J-rj	not available	NT=pooled;AC=PRIDE:0000902	pooled	not applicable	not applicable	not applicable	not available	1	run 273	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=DIMETHYL0;AC=PRIDE:0000848	NT=Dimethyl;MT=Fixed;PP=Any N-term;AC=UNIMOD:36	NT=Dimethyl;MT=Fixed;TA=K;AC=UNIMOD:36	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	not applicable	not applicable	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=time-of-flight;AC=MS:1000084	20 eV;59 eV	15 ppm	15 ppm	300	1200	not applicable	NT=diaPASEF;AC=PRIDE:0000650	DIMETHYL0	not applicable	not applicable	m3B	1	1	20220820_TIMS06_FAS_SA_S720_scDVP_m3B_Ref10_AID8_15_S2-B4_1_4901.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available
