source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[material type]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
LL2076_p6_HelaQC_250pg_blo3_RD5_rep2_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 164	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RD5_rep2_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RE5_rep3_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 165	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RE5_rep3_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RF5_rep5_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 166	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RF5_rep5_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RG5_rep5_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 167	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RG5_rep5_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RH5_rep6_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 168	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RH5_rep6_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RI5_rep7_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 169	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RI5_rep7_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RJ5_rep8_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 170	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RJ5_rep8_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RK5_rep9_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 171	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RK5_rep9_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RL5_rep10_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 172	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RL5_rep10_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RM5_rep11_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 173	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RM5_rep11_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo3_RN5_rep12_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 174	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo3_RN5_rep12_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RC6_rep1_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 175	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RC6_rep1_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RD6_rep2_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 176	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RD6_rep2_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RE6_rep3_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 177	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RE6_rep3_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RF6_rep5_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 178	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RF6_rep5_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RG6_rep5_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 179	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RG6_rep5_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RH6_rep6_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 180	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RH6_rep6_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RI6_rep7_ch2_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 181	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RI6_rep7_ch2_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
LL2076_p6_HelaQC_250pg_blo4_RJ6_rep8_ch1_DIAdry	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=endocervical adenocarcinoma;AC=MONDO:0000554	NT=epithelial cell;AC=CL:0000066	NT=HeLa S3;AC=CLO:0003695	CVCL_0058	HeLa S3	cell line	not applicable	NT=standard;AC=PRIDE:0000908	not applicable	not applicable	not applicable	1	run 182	proteomic profiling by mass spectrometry	data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Iodoacetamide (IAA);AC=PRIDE:0000599	NT=beam-type collision-induced dissociation;AC=MS:1000422	25	not available	not available	400	800	8	not available	1	1	LL2076_p6_HelaQC_250pg_blo4_RJ6_rep8_ch1_DIAdry.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	HeLa S3	not applicable
