source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
PC3_DRC_cell_I14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I14	1	not pooled	12	run 84	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I16	1	not pooled	13	run 85	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I17	1	not pooled	14	run 86	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I18	1	not pooled	15	run 87	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I19	1	not pooled	16	run 88	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I21	1	not pooled	17	run 89	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I22	1	not pooled	18	run 90	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I23	1	not pooled	19	run 91	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_I24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_I24	1	not pooled	20	run 92	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_I24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J02	1	not pooled	21	run 93	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J03	1	not pooled	22	run 94	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J05	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J05	1	not pooled	23	run 95	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J06	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J06	1	not pooled	24	run 96	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J07	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J07	1	not pooled	25	run 97	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J08	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J08	1	not pooled	26	run 98	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J09	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J09	1	not pooled	27	run 99	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J10	1	not pooled	28	run 100	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J11	1	not pooled	29	run 101	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J12	1	not pooled	30	run 102	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
PC3_DRC_cell_J14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bone tissue;AC=UBERON:0002481	NT=epithelial cell;AC=CL:0000066	NT=prostate adenocarcinoma;AC=MONDO:0005082	NT=PC-3;AC=EFO:0002074	CVCL_0035	PC-3	NT=adult;AC=EFO:0001272	62Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	NT=Cisplatin;AC=NCIT:C376	NT=single cell;AC=PRIDE:0000897	cellenONE	PACC_J14	1	not pooled	31	run 103	proteomic profiling by mass spectrometry	NT=Orbitrap Ascend;AC=MS:1003356	NT=label free sample;AC=MS:1002038	not applicable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	not applicable	10 ppm	10 ppm	380	780	25	not available	1	1	20240514_FAIMS_60SPD_PC3_PACC_SC_J14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=Cisplatin;AC=NCIT:C376
