source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[treatment]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[treatment]
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_09	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	14	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_09	1	not applicable	run 82	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_10	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	15	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_10	1	not applicable	run 83	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_11	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	16	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_11	1	not applicable	run 84	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_12	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	17	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_12	1	not applicable	run 85	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_13	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	18	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_13	1	not applicable	run 86	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_14	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	19	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_14	1	not applicable	run 87	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_15	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	20	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_15	1	not applicable	run 88	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_1c_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_01	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	1	bulk control	cellenONE	not applicable	20	not applicable	run 89	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_02	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	2	bulk control	cellenONE	not applicable	20	not applicable	run 90	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HEK-20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_03	Homo sapiens	NT=kidney;AC=UBERON:0002113	not available	not applicable	HEK293T	CVCL_0063	HEK293T	not available	female	3	bulk control	cellenONE	not applicable	20	not applicable	run 91	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_HEK_20c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HEK293T	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_01	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	1	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_01	1	not applicable	run 92	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_02	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	2	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_02	1	not applicable	run 93	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_03	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	3	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_03	1	not applicable	run 94	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_04	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	4	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_04	1	not applicable	run 95	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_05	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	5	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_05	1	not applicable	run 96	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_06	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	6	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_06	1	not applicable	run 97	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_07	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	7	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_07	1	not applicable	run 98	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_08	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	8	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_08	1	not applicable	run 99	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_09	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	9	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_09	1	not applicable	run 100	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_10	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	10	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_10	1	not applicable	run 101	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_11	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	11	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_11	1	not applicable	run 102	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
HeLa-20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_12	Homo sapiens	NT=uterine cervix;AC=UBERON:0000002	NT=epithelial cell;AC=CL:0000066	NT=cervical adenocarcinoma;AC=MONDO:0005153	HeLa	CVCL_0030	HeLa	not available	female	12	single cell	cellenONE	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_12	1	not applicable	run 103	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	SILAC	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6)15N(4);AC=UNIMOD:267;TA=R;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	380	980	4	1	1	20231122_AST3_EVO7_PS_IOD_pSILAC_Hela_1c_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	HeLa	not applicable
