source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[sex]	characteristics[age]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[pooled sample]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell type]
HeLa_1c_80SPD_42	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_42	1	not pooled	42	HeLa_1c_80SPD_42	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_43	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_43	1	not pooled	43	HeLa_1c_80SPD_43	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_44	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_44	1	not pooled	44	HeLa_1c_80SPD_44	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_45	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_45	1	not pooled	45	HeLa_1c_80SPD_45	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_46	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_46	1	not pooled	46	HeLa_1c_80SPD_46	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_47	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_47	1	not pooled	47	HeLa_1c_80SPD_47	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_48	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_48	1	not pooled	48	HeLa_1c_80SPD_48	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_49	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_49	1	not pooled	49	HeLa_1c_80SPD_49	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_1c_80SPD_50	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	HeLa_1c_80SPD_50	1	not pooled	50	HeLa_1c_80SPD_50	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_1c_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_120SPD_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	1	HeLa_20c_120SPD_01	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th3ms_120SPDz_HeLa_20c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_120SPD_02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	2	HeLa_20c_120SPD_02	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th3ms_120SPDz_HeLa_20c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_120SPD_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	3	HeLa_20c_120SPD_03	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th3ms_120SPDz_HeLa_20c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_120SPD_04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	4	HeLa_20c_120SPD_04	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th3ms_120SPDz_HeLa_20c_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_80SPD_01	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	1	HeLa_20c_80SPD_01	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_20c_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_80SPD_02	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	2	HeLa_20c_80SPD_02	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_20c_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_80SPD_03	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	3	HeLa_20c_80SPD_03	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_20c_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
HeLa_20c_80SPD_04	NT=Homo sapiens;AC=NCBITaxon:9606	NT=uterine cervix;AC=UBERON:0000002	NT=HeLa cell;AC=CLO:0003684	NT=cervical adenocarcinoma;AC=MONDO:0005153	female	not available	cell	NT=pooled;AC=PRIDE:0000902	cellenONE	not applicable	20	pooled	4	HeLa_20c_80SPD_04	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	4	not available	1	1	20240522_AST5_Evo3_PS_240kMS1_4Th6ms_80SPDz_HeLa_20c_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=HeLa cell;AC=CLO:0003684
hFF_1c_80SPD_01	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_01	1	not pooled	1	hFF_1c_80SPD_01	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_02	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_02	1	not pooled	2	hFF_1c_80SPD_02	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_03	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_03	1	not pooled	3	hFF_1c_80SPD_03	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_04	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_04	1	not pooled	4	hFF_1c_80SPD_04	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_05	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_05	1	not pooled	5	hFF_1c_80SPD_05	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_06	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_06	1	not pooled	6	hFF_1c_80SPD_06	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
hFF_1c_80SPD_07	NT=Homo sapiens;AC=NCBITaxon:9606	not available	NT=fibroblast;AC=CL:0000057	NT=normal;AC=PATO:0000461	not available	not available	cell	NT=single cell;AC=PRIDE:0000897	cellenONE	hFF_1c_80SPD_07	1	not pooled	7	hFF_1c_80SPD_07	proteomic profiling by mass spectrometry	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	Data-independent acquisition	NT=beam-type collision-induced dissociation;AC=MS:1000422	27 NCE	not available	not available	not applicable	not applicable	380	980	not available	not available	1	1	20240613_AST5_Evo3_ML_80SPD_DIA_hFF_Batch1_Box2_1c_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	manual curation	NT=fibroblast;AC=CL:0000057
